bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-05,Empresa 9148,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 5136,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 801,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 9201,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 892,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 5400,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 9240,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3294,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 4313,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 9328,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1157,100.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2266,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 6246,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 9398,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 2802,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 5118,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 9629,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2755,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 1151,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2754,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 806,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 9786,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 5520,99.93,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2645,30.75,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 5047,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 6920,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1890,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 786,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 7588,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3867,31.39,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 2835,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 5323,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3028,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 216,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 7501,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 10429,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 6521,100.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 480,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 785,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 5120,59.04,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 6920,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1486,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4056,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 10610,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 2810,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 10800,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 7067,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 6596,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 2062,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 791,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 10899,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 186,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 10926,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 6423,50.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 10985,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 3032,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1901,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 740,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 2611,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1471,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 793,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 763,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1294,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 4988,99.67,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 5641,64.87,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1034,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 98,16.39,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 3281,47.16,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 805,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 776,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 2199,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 7196,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 184,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 201,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1237,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3319,88.92,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2666,55.3,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 783,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 819,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 6066,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2556,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 2585,52.47,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 11772,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 3702,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 2807,62.35,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 11893,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 6097,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 11904,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 11912,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 847,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 1121,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 11963,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 11982,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 199,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 12024,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 1125,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 883,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 5140,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 12342,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2997,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 3616,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1966,87.22,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 12431,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2253,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1129,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 6464,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 1705,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2280,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 637,96.32,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3634,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 7535,79.77,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 12715,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 12753,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4986,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 12803,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 12822,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 6453,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 12929,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 12959,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 3105,95.17,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 13021,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 189,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 187,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3767,92.29,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 791,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 3771,64.22,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3346,17.2,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 13230,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 5209,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 735,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1697,79.92,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3867,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 637,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 4999,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 13408,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 773,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 13452,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 13479,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 5119,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 13547,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 1147,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 763,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1355,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3196,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3768,92.91,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 815,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 760,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 13759,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 2062,100.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 194,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 13879,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 755,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 6779,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 183,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 13941,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 7007,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 2400,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 14094,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1741,98.75,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 898,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 519,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 14203,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 14250,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2833,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 537,87.02,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 4920,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1724,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 4389,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 779,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1471,80.32,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 5110,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 14570,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 3867,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 6434,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 5439,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 14658,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 14765,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 2415,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3565,97.63,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 1734,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 746,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1680,95.1,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 14931,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 3282,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 4989,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1229,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 15003,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 15089,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1152,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 2678,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 637,85.27,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 6383,56.15,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 15257,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 15282,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 1207,51.53,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 15329,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4073,16.64,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 739,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 15464,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 1097,100.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 15527,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1782,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 15571,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2439,100.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 5205,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 15680,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 2981,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1735,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1144,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4995,28.16,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 1289,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 754,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 197,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 823,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 5794,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 16067,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 16080,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 4247,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3281,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 181,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3766,95.51,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4108,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1293,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1714,96.29,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 798,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 16335,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 16364,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 7576,53.86,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 16463,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 742,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 5994,97.12,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 16550,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 16562,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 16571,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 16585,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 790,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4099,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 16693,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 16707,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 16715,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 3255,49.05,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2775,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 744,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 637,98.63,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 5107,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 2979,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1290,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 4073,70.8,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 2714,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 2782,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 4167,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 17341,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 5075,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 17486,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 5788,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 17518,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 3305,29.93,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1148,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1140,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 742,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 95,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 3682,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 6566,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 7604,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 17609,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 4651,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 17787,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 4651,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 1394,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 3769,13.91,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 6463,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 1735,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 816,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 198,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 17971,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 1377,90.54,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1803,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1097,5.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 18014,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3282,43.03,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 18047,5.0,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 191,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 5279,24.19,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1035,100.0,202311,2023-05,2023-11,cadastro futuro,False,True
2023-05,Empresa 18122,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 5204,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 18158,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 1231,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
